genename,geneCategory,subcategory1,subcategory2,source,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
CsiD,Stress,Glucose limitation,na,Bacteria;phylum,6033.591,6261.273,6472.161,6687.722,5553.341,6594.229,7968.196,5836.026,5861.941,6097.146,6199.443,6872.043,5933.696,6587.993,9137.463,4881.693,5906.718,5206.206,6067.155,7022.668,6059.095,6513.129,6662.861,6167.212,6897.764,5533.808,5443.424,7144.017,4632.251,6895.87,6610.471,5622.448,4910.352,6189.738,5872.699,5430.723,5444.488,6149.212,7590.857,6277.699,5564.694,5821.796,7553.732,5577.136,5062.594,7852.205,6186.405,5589.066
CspG,Stress,Cold shock,na,Bacteria;,2861.619,3005.693,2716.245,2831.348,2971.139,2842.458,2555.593,3225.572,3544.315,2598.904,2457.283,2584.813,2946.851,2449.242,2430.843,3247.553,2827.083,3153.768,3027.249,3225.113,2917.956,3245.184,2518.76,2876.934,2646.511,3327.282,2800.361,3076.607,3288.692,3423.551,2971.857,3340.034,3333.227,3085.837,2928.386,3035.366,3063.904,2875.942,2888.379,2725.737,3309.655,2946.924,3208.803,3151.126,2987.851,3301.42,3119.898,3703.824
CydA,Stress,Oxygen limitation,na,Bacteria;phylum,1219.717,1143.089,962.9357,1021.403,1120.987,1044.555,993.4936,1137.382,1333.081,1647.53,1020.802,1176.735,1062.709,1237.315,1151.683,831.6052,1127.246,1140.693,1203.504,1284.6,1259.521,1327.078,890.4504,1263.314,1118.297,1299.207,1144.01,1304.26,1368.406,1277.611,1125.208,1187.025,1084.158,1406.399,951.4466,962.1587,1301.696,1077.35,866.1914,1255.718,1325.054,1470.45,1306.382,1222.235,1411.419,1473.283,1144.056,1630.741
CydB,Stress,Oxygen limitation,na,Archaea;phylum,7575.5537,7710.7257,9011.756,8514.17,7370.161,7611.468,10558.999,7609.149,5548.574,9309.922,8185.194,13432.113,9286.8819,7937.415,8750.3791,7573.896,6961.767,7817.6012,7220.573,8084.6739,7812.409,7216.721,7426.63,7451.554,7918.0186,7241.278,8110.4269,9827.6117,7026.5406,7367.6288,7134.9716,7180.029,6359.9267,7625.183,7165.333,7096.435,7013.4722,7831.4,7982.6096,7192.1151,7039.5689,6978.1952,6515.4339,7521.7072,6999.503,8178.763,8124.4502,7488.4424
DegP,Stress,Protein stress,na,Archaea;phylum,2769.1,2461.5902,2610.7902,3024.241,2959.844,2763.7525,2756.3461,2493.2238,3798.426,2781.3814,2831.4881,2526.1861,3404.1438,2244.2272,1614.691,3221.731,3390.803,3165.7672,3000.5444,2859.7826,3732.69,2924.3231,2434.637,3096.6641,3272.017,3140.4024,2967.5921,2800.8667,3169.75,3232.534,2974.7916,3208.872,2922.352,2604.1111,2294.7663,2693.0748,3466.514,2673.71,2584.2692,2997.1227,3152.924,2946.874,2836.2588,3446.546,3307.957,2547.4609,2706.5394,3094.789
DegS,Stress,Osmotic stress,na,Bacteria;phylum,16698.478,15389.5,14681.533,15978.213,13891.351,14599.971,16953.681,12765.174,13568.51,15393.268,17935.833,18108.312,15681.268,15591.539,18491.583,10754.091,14861.2547,12746.0261,15724.349,13910.355,15193.3142,13894.64,15700.013,15894.625,16254.072,14410.4697,18687.586,18094.205,14034.9994,17123.84,13991.356,14308.73,10724.264,13441.229,13910.094,12472.159,15424.124,13203.17,15499.078,15987.354,15265.663,12959.5996,14245.212,15081.193,14514.181,16837.194,17566.155,14864.2226
DegU,Stress,Osmotic stress,na,Bacteria;phylum,840.8937,685.0007,672.5056,669.5626,601.4703,0,0,787.4437,0,532.8068,0,0,524.2683,0,734.3663,1214.581,0,703.3408,0,785.291,857.9815,776.7603,0,0,750.9398,643.151,0,720.4088,628.8416,698.8122,766.6097,575.1499,620.3284,668.3643,598.6168,618.4894,647.5934,703.0545,0,595.0078,564.1869,631.8246,0,0,0,520.3897,582.396,597.1452
Fnr,Stress,Oxygen limitation,na,Bacteria;,51376.6387,49185.1458,48061.4681,48276.2582,51800.9555,46844.615,44361.2815,56982.7586,47977.23,52254.9647,45165.4303,46837.6914,50369.9975,50558.938,47267.2804,63301.302,48529.8386,51149.218,51867.6469,50539.639,52753.1048,53466.42,45558.8067,48760.416,55220.6875,54682.3373,50183.3258,46098.9373,49678.581,50425.1764,49156.5494,53170.3063,60034.2834,51865.1342,46077.934,49616.295,58315.4923,49147.8624,47496.712,50585.0633,50277.1367,52927.4497,54916.6742,48364.9997,55163.9284,53678.1402,49773.6858,52751.3613
GlnA,Stress,Nitrogen limitation,na,Archaea;,16791.6468,15767.8339,15633.9964,17161.2432,14707.4364,15605.8165,16358.3523,15706.2158,10818.77,15864.118,14146.3506,15577.9909,14933.1849,17306.3898,16547.4622,17111.4362,11872.2758,15238.1532,14789.386,15830.6638,15505.6309,15403.3831,15248.8319,13077.6422,15587.6611,14755.6987,17416.9544,18759.4475,13971.9314,18143.2617,15034.289,16067.3733,14247.5662,16561.4074,16638.2448,15673.0156,14294.6622,18168.6175,19648.188,17808.2583,15963.0282,15420.364,16156.4838,13657.1963,11253.522,19900.1053,17773.5055,14281.0157
GlnR,Stress,Nitrogen limitation,na,Bacteria;phylum,1374.423,1515.198,1566.989,1681.201,1525.746,1656.649,1550.98,1348.577,1128.369,1295.174,1441.577,1347.156,1405.734,1260.61,1563.795,1134.005,1159.443,1348.707,1343.398,1138.3,1210.84,1179.462,1585.034,1386.095,1235.294,1128.365,1407.662,1235.392,852.824,737.4458,1099.672,1025.206,1073.633,1631.995,1448.312,1798.14,803.5557,1644.876,2055.866,1219.913,1167.972,986.2114,1043.917,1131.217,921.5578,1051.042,817.0669,1064.078
GroEL,Stress,Heat shock,na,Bacteria;,1627.719,2495.0732,2340.9399,2320.5726,2005.2686,2367.3017,1650.921,1566.607,1166.63,1750.853,2340.5727,1991.7778,1726.1512,2246.298,1836.2031,1728.143,1140.413,1903.783,1670.659,2215.5769,2109.3793,2457.913,1170.079,2211.6672,1900.3856,2108.04,2635.162,2599.049,2133.599,3342.015,2208.0608,2150.1028,1729.6916,1269.297,1605.8765,1762.5893,1885.4202,2172.1356,2669.261,1797.1753,1772.1227,1734.6417,2172.0277,2774.561,0,2263.652,2548.9708,2084.072
GrpE,Stress,Heat shock,na,Archaea;phylum,2134.69,2460.036,2418.657,2233.659,2787.944,2472.447,2202.545,2542.863,2454.725,2874.754,2372.206,2503.76,2730.927,2666.215,2431.59,3543.126,2688.153,2676.978,2421.768,2741.571,2868.217,2682.128,2834.152,3085.355,3130.855,2295.901,2188.123,2913.164,2595.391,2165.471,2462.66,2306.416,1986.958,2655.113,2054.032,2566.621,2826.881,2396.103,2504.83,2371.395,2361.435,2527.739,2671.686,2234.235,2643.201,2318.762,2235.747,2245.317
HrcA,Stress,Heat shock,na,Bacteria;,131237.885,135021.5312,123008.2444,131478.9196,119075.5621,132936.621,126648.953,125256.0559,119416.686,129748.2829,148703.229,141243.9908,132590.9907,149576.6634,139760.0927,86328.967,126956.84,126367.429,129400.272,113997.9706,110427.1206,114640.8901,136215.486,118804.744,127306.6675,110839.8168,122140.893,109721.2643,101407.8245,118638.8619,115168.089,118229.8514,120922.0506,151011.9164,143666.182,139248.2489,117426.873,144558.634,149436.143,124816.457,120777.3961,115329.6668,109039.591,113935.969,111039.591,124936.3556,133196.4981,119684.4928
KatA,Stress,Oxidative stress,na,Archaea;phylum,9776.6628,9659.462,8296.7786,8715.2666,10466.3539,8597.7163,7282.6903,11097.8806,7274.426,9033.5836,6499.447,7031.2945,9048.7876,4096.911,6140.4,12916.5019,7875.3582,9535.9999,5438.7746,9573.8099,9114.1694,8995.6319,5950.355,8050.9352,11589.6116,11107.5296,8485.1216,9649.2106,11436.0608,11081.9958,11201.7867,11403.323,11207.5244,8776.3654,8142.0685,8452.4478,9804.6408,9311.0341,7867.954,8497.0531,9916.3838,10586.3348,9653.8894,8267.746,9029.16,10566.7926,9311.8043,9774.834
Lrp,Stress,Glucose limitation,na,Archaea;phylum,4175.731,4173.211,4381.318,4415.387,4687.887,3999.127,4457.224,2995.496,3616.452,3490.051,4151.706,3843.462,3940.91,3640.576,3883.505,4131.996,4367.404,3270.539,3856.846,3534.521,3822.623,3562.462,4159.036,3444.201,3617.776,3867.178,3995.546,4414.068,3585.743,3560.935,4339.789,3552.303,2955.394,3407.822,3834.001,3679.811,3921.498,3605.469,4159.436,3572.068,3562.127,3470.627,3824.645,3312.351,3349.153,3850.905,3898.799,3916.298
MtrB,Stress,Osmotic stress,na,Bacteria;phylum,9244.798,9075.259,9063.633,9074.237,8962.185,9281.85,10791.283,8244.739,7375.292,9869.596,9130.733,19969.863,9472.713,8653.6396,11510.42,7092.9462,8251.821,8338.073,9702.9,9876.231,8869.376,8857.866,10452.196,8090.256,9354.188,7000.4209,8657.982,9248.7576,6899.648,7268.7014,8186.569,7356.157,8057.7003,10259.544,9150.245,9761.963,8970.518,9567.687,9369.551,9185.417,8732.211,9070.9717,7682.5359,8191.573,8890.859,8741.873,18935.7199,7250.509
NarH,Stress,Oxygen limitation,na,Archaea;phylum,26817.2712,27465.8311,29147.5558,24144.827,23837.8541,25466.1955,30323.2264,22292.906,26639.572,27440.604,27507.517,28499.216,24642.321,24011.6478,27441.774,19042.767,24825.275,22550.759,24478.58,26906.389,25124.234,25402.38,23986.729,22213.375,23670.311,22071.8911,25750.2034,24142.135,21319.934,21264.373,22007.109,20602.0358,18870.532,24060.0871,25980.0459,24655.5613,21025.264,24396.6535,24460.205,23847.151,23461.702,21569.257,20776.4117,23886.652,23967.5447,23437.958,24377.772,22399.2
NarI,Stress,Oxygen limitation,na,Archaea;phylum,4008.32,3698.967,4162.614,4669.81,4152.192,3978.889,5297.489,4199.915,3555.823,3976.5351,4090.898,3743.955,2816.6525,4000.15,4707.114,3038.611,3902.103,3513.2907,3243.2337,4011.746,3338.259,3458.747,3940.244,3056.2109,4058.147,3524.707,3778.345,7433.463,3842.283,3388.983,3731.313,2906.215,2984.704,3709.639,4489.214,4139.36,2679.6928,3937.888,5061.453,3247.738,3298.034,3403.543,3173.872,3359.981,3176.253,3258.725,3328.2441,3321.58
NtrC,Stress,Nitrogen limitation,na,Bacteria;,29946.803,28532.0465,26490.8581,26083.039,31019.5176,23503.176,24086.67,25084.8178,27425.229,27179.5338,22398.656,27175.1041,27979.3094,24518.3021,24032.0513,22879.067,24173.154,26016.0705,25616.5474,27949.8531,26577.2798,26132.4065,23201.728,26797.145,26305.2533,27944.8803,24970.9235,26424.0162,29239.7476,21268.9595,24057.1959,22010.2501,23050.1731,24535.284,19346.541,23321.521,30250.0548,22598.0233,22185.389,18367.224,22144.8348,26934.794,22039.316,23452.9816,21840.7021,21548.6211,20071.0436,22970.0924
ObgE,Stress,Stringent response,na,Bacteria;genus,21463.5922,20282.4436,20535.5896,20521.4594,19524.0806,21185.9092,20188.9768,18426.1097,17129.481,19520.8873,19791.181,18516.9355,17815.662,19102.4275,18768.242,17014.6018,17092.033,16467.434,16964.558,18252.1612,16506.5762,16925.014,18343.78,15288.459,18515.6297,16622.2462,17740.416,16766.6271,15573.0009,16664.3113,16778.5123,16203.2821,15423.9582,19758.4306,18727.48,18778.25,17066.9436,19126.946,21204.4584,16763.2233,18004.1161,17944.7533,16474.081,16618.775,15987.797,18732.9193,19552.5609,17900.6679
OxyR,Stress,Oxidative stress,na,Bacteria;phylum,17913.968,18858.15,19368.967,18733.734,16543.617,17320.083,20865.742,15450.403,16497.673,16604.441,18278.155,19269.36,16016.569,15828.672,19526.193,16687.624,14337.369,13547.314,14561.932,15189.132,13287.843,15504.927,15708.8,14743.093,15270.938,12982.5707,16274.508,13169.509,11514.95,12481.74,13470.642,13872.7114,11047.749,17832.53,19434.604,18215.164,13562.598,18579.686,17192.25,17085.449,17073.34,14951.583,13720.837,14725.095,11709.8707,14511.025,16369.069,14153.839
PhoB,Stress,Phosphate limitation,na,Bacteria;phylum,4935.2281,4886.4987,5230.6586,5209.5737,4776.0206,5405.79,4710.5789,3740.9453,2818.435,5430.4589,5138.5795,5500.0603,5509.2229,5401.402,5605.48,6139.729,4271.7843,5501.6966,6104.425,4817.9259,5189.2927,5471.2659,4978.474,5192.907,4972.4209,5025.304,5822.839,4982.445,5210.129,7158.265,5005.6526,5101.0004,4633.8437,5569.8822,5418.8392,5077.7501,5638.8806,5683.764,6004.844,5935.0282,5644.6652,5494.385,5424.4989,5439.5424,4723.483,5907.347,4973.8975,5622.405
ProV,Stress,Osmotic stress,na,Archaea;phylum,4124.191,4011.504,4399.065,3336.407,3704.15,3529.734,3388.979,4265.608,4823.308,3273.419,2120.213,2746.998,3042.063,2622.748,2722.882,5553.989,3545.675,3770.907,3321.877,3796.665,3687.873,3805.678,3477.711,3490.304,5487.318,5023.147,3626.407,3415.991,3842.884,3834.309,3564.118,3986.655,4719.587,3838.964,3691.122,3673.386,3882.784,3715.677,3305.258,3644.762,4317.921,3601.282,3801.853,3650.856,3733.682,3905.614,3943.17,3915.772
ProW,Stress,Osmotic stress,na,Bacteria;phylum,2646.081,2695.659,2875.296,2996.319,2812.131,2469.903,2563.225,2522.586,1858.831,2310.559,1829.315,2312.649,2306.376,2177.746,2568.961,2694.639,2105.736,2258.323,2637.036,3107.481,2830.863,2304.562,2531.859,2258.635,2235.18,2334.375,2865.666,2780.172,2031.124,2325.563,2291.256,2365.559,2125.182,2403.482,2731.592,2193.669,1831.494,2714.362,3854.106,2227.342,2176.301,1974.361,2041.059,2259.32,1671.081,1987.349,2391.77,2051.635
PspC,Stress,Envelope stress,na,Archaea;phylum,4060.232,3814.603,3853.062,4287.979,3810.166,4163.933,4425.484,4273.975,1848.096,3984.845,4160.636,4378.58,4024.011,3985.669,4271.684,2948.125,3326.632,3371.495,3761.772,4019.086,3414.002,3530.716,3904.617,3476.049,3725.209,3343.972,3586.312,3851.374,3314.583,3044.687,3799.841,3163.638,2911.0638,4544.146,4806.647,4013.364,3451.818,4818.164,5028.284,4146.653,3514.462,3263.7164,3103.7536,3622.18,3530.481,3986.237,3532.427,3289.88
PspF,Stress,Envelope stress,na,Bacteria;phylum,6279.517,5735.808,5929.047,5523.843,6931.6923,6304.337,5148.976,8538.3986,5809.962,7457.8332,5131.29,6387.8971,8000.0223,6116.472,5777.909,11953.5656,6070.874,7688.166,6834.292,7161.959,7077.732,6531.239,5726.883,5202.642,7203.321,8392.897,6231.201,6678.0936,7253.0956,6748.0048,7453.6075,7112.468,8720.017,6997.9271,6072.437,6762.208,6951.7619,6010.862,5731.488,6748.8197,6796.5341,7062.9879,7245.0526,5701.097,7919.0307,7928.1752,7234.5705,7731.6938
PstB,Stress,Phosphate limitation,na,Archaea;,13673.57,12281.744,13039.043,13733.367,12799.2719,14323.298,12329.6304,11199.3212,11812.151,14868.1898,12060.5907,14058.7005,14142.1426,13435.3406,15117.0248,15128.397,12520.3058,12462.4419,13776.2437,13198.337,13975.1598,13433.2163,14228.4491,12461.777,13149.8853,13303.5398,14112.0337,14824.876,11822.6318,13864.7462,14900.9618,13210.5114,12023.0754,12755.5709,11967.4223,12491.641,13585.8676,11896.6006,14255.484,14530.7848,13834.3519,12112.8243,14331.7479,15201.6856,14699.4344,16467.8891,16016.2153,13658.6351
PstS,Stress,Phosphate limitation,na,Archaea;phylum,1028.168,1615.015,1681.44,1599.183,1921.613,1584.244,1402.754,1227.445,2345.112,1608.288,1587.94,1660.599,2037.801,1294.495,1700.421,2814.52,1463.018,1735.437,1498.591,1766.271,1743.769,1542.072,1479.373,1803.302,1349.907,2092.788,1391.821,1776.964,1876.222,1463.551,1768.533,1850.405,1718.586,1678.455,1539.433,1640.19,1888.535,1464.451,1924.202,1819.9,1527.126,2077.016,1819.75,1781.26,1953.551,1448.118,1440.964,1322.636
ResD,Stress,Oxygen limitation,na,Bacteria;phylum,911.3734,683.1143,849.4749,966.5652,898.4887,772.986,826.2671,908.8457,0,757.8441,1000.921,0,603.889,667.8464,658.8103,666.1508,737.7445,623.8058,862.3016,598.7206,746.981,799.3815,868.8758,0,1076.009,749.5037,901.4865,1521.189,759.8973,891.3425,871.5661,1042.631,639.4544,773.3327,831.9056,1063.809,751.9986,972.2041,1050.367,787.1127,748.3131,631.1129,705.9539,1021.57,0,981.5546,1015.516,832.7708
RseA,Stress,Anti-sigma factor (anti-E),na,Bacteria;phylum,856.8143,935.8524,768.165,1123.973,839.0742,1026.021,1120.709,875.0247,0,631.4382,754.6083,0,613.9172,742.2578,2484.217,793.2592,0,623.3245,759.2357,721.862,818.2322,869.0535,2709.322,0,955.9345,0,655.0566,904.09,763.2139,926.1823,1112.446,937.7191,554.8102,1002.352,877.2633,871.8166,835.3969,825.5331,1502.184,1044.459,794.6903,701.6037,685.2787,0,0,778.2165,1399.923,1164.367
Sigma_70,Stress,Sigma factor,na,Bacteria;genus,39105.1031,39707.3748,39799.1693,38964.6626,38975.5489,43720.816,44638.9144,37180.9427,33019.536,36058.7994,37133.5883,37264.8248,34565.7995,39047.7046,39191.1087,37325.0804,34403.3232,36379.3172,37759.1054,36882.2118,35994.5708,37708.8603,39239.6565,35793.7048,36185.8317,35958.5381,38617.582,39308.4603,34512.0679,36500.5955,37343.3451,36859.109,35006.4813,38846.3822,39113.3963,38954.8214,35667.0065,41301.0554,44235.4779,37519.343,37250.4501,35546.0705,36960.523,37715.3535,33706.0962,39638.702,37099.6264,36765.4421
SodA,Stress,Oxidative stress,na,,25448.0322,25593.4512,25816.431,26833.9042,23561.941,26161.844,25491.51,20831.1987,17902.838,27354.3222,25659.572,27643.003,25991.9183,27019.1038,28979.723,19480.786,20144.077,20120.362,21741.007,22228.4414,20485.031,21465.85,21229.781,19943.8279,21783.699,19432.4503,21758.217,20604.9913,17326.818,20400.0673,19211.5817,19730.1528,19931.3376,26370.2327,25497.522,25657.6567,22375.9064,25731.109,25359.8204,23536.2038,22480.2592,20559.2757,19131.4723,22513.442,21256.7549,23564.5958,19225.14,19544.212
SoxR_OR_marC,Stress,Oxidative stress,na,Bacteria;phylum,64236.76,69318.5653,71267.6717,67679.7854,70557.633,68283.796,70622.5503,64605.5365,65867.363,67055.8108,75762.249,69904.783,61912.0955,72582.0586,67702.2177,35950.833,66368.7152,69243.0013,64577.4108,75964.7579,66530.1416,58872.0842,73854.8745,80031.2802,63158.598,63798.1261,67727.516,74251.9727,63537.4217,57588.996,68914.245,58460.0449,58659.1698,61358.6162,62951.8131,64774.2606,65228.3884,64063.5175,76622.029,64570.2302,56773.6418,60100.5771,60659.67,58904.285,54101.352,63240.2106,64271.1213,64608.381
Alg,Virulence,Immune evasion,Antiphagocytosis,Bacteria;phylum,1110.579,1178.332,1047.522,974.4745,1085.204,973.7442,950.4739,1299.814,1060.535,1090.223,1141.71,1066.098,1381.836,1123.009,908.1723,987.0143,1113.465,1152.915,0,993.9104,1255.359,1029.662,887.9344,874.402,1071.791,1229.084,1146.589,1142.361,1602.436,1193.162,1206.123,1486.928,1019.81,1187.574,986.1183,1126.555,1052.25,1089.798,1045.05,1016.787,786.609,1008.202,1172.386,1065.269,1111.552,876.8127,825.8608,901.5855
AVRk1,Virulence,Other,na,Eukaryota;kingdom,854.566,593.8834,607.1931,758.681,712.7136,0,0,813.1686,0,666.7077,0,0,783.6914,714.5935,881.5353,1147.476,0,832.5209,753.7341,666.8342,629.8062,737.5197,695.4221,0,866.4923,732.2291,0,787.9263,794.0025,0,856.6386,834.0933,971.4628,761.2589,671.8433,0,703.2629,778.2882,0,833.5215,610.5902,891.3712,795.2555,0,841.2447,750.8482,747.0509,947.0003
Ben_bcla,Virulence,Cellular Function,Cellular metabolism,Bacteria;phylum,24919.901,25449.756,24224.546,24889.777,24726.898,23701.516,23549.246,23300.209,25696.83,24659.075,22734.1873,25689.413,25487.995,24958.231,24992.9992,22403.1136,24798.4665,24617.202,24415.555,25283.9754,25055.0025,24474.0264,25684.108,25196.268,23385.523,26265.251,22368.1699,23465.7749,25498.107,26899.8239,23449.8511,25948.593,27422.379,24574.381,23474.26,23688.101,25974.859,22755.3527,23803.7717,25588.4943,23662.257,24886.853,23876.758,23721.102,23554.1244,24375.4511,24015.3665,25700.4004
Cap,Virulence,Immune evasion,Antiphagocytosis,Archaea;phylum,4418.15,4102.656,3031.398,4538.851,4518.208,4245.287,3948.982,5764.165,3147.852,4675.66,3725.377,3774.402,4184.679,3830.816,4042.667,5340.48,4560.955,4397.348,4210.878,4825.674,4706.508,4648.245,3445.114,4735.093,5419.259,4868.39,4346.632,3966.699,4877.604,4706.498,5517.016,6158.766,5578.939,4382.834,4597.043,4170.008,5045.314,4368.048,4238.015,4910.909,5262.172,5633.127,4058.35,4298.38,4986.091,5519.735,5376.951,5072.705
ChuT,Virulence,Cellular Function,Nutrient acquisition,Bacteria;phylum,4387.656,4538.138,4597.359,4697.262,4074.525,4751.934,4561.297,4315.558,4348.568,4017.164,4119.336,3790.454,3820.681,3958.444,3961.556,2953.51,3368.817,3259.286,3784.543,3597.875,3316.84,4269.197,3760.406,3651.245,3842.773,3271.128,4216.208,3692.873,3253.225,4388.214,3822.96,3704.872,3739.679,4843.615,5170.691,4818.968,3854.674,5096.985,4914.578,3966.349,4416.3,3664.625,3474.294,3562.344,3807.996,4405.227,4603.207,4504.019
Cyanide_hydratase_Fungi,Virulence,Soil-borne pathogens,na,Eukaryota;kingdom,12823.82,13124.35,13464.75,14120.73,13604.51,13396.15,12654.99,11864.33,14801.69,15027.94,14388.53,13651.29,12265.4,12942.71,14696.41,12078.07,13502.48,11967.44,12511.35,12723.72,12576.67,11713.61,13871.86,12039.11,13276.08,11641.47,14926.79,13818.98,11966.11,11892.01,12131.87,11782.08,10566.27,11643.2,13296.24,12575.91,10721.07,12274.88,12056.78,11351.83,12261.17,11486.23,11288.93,11978.18,11101.33,12343.05,12509.04,12511.18
Egf,Virulence,Marker,na,Eukaryota;family,1817.616,1563.283,1784.626,2109.14,1763.793,1409.847,2008.746,950.1964,1958.808,2207.198,1069.929,1640.399,2075.397,1156.87,1388.128,1291.317,1821.12,1692.297,1205.9,2076.605,1528.41,1863.245,1510.831,2530.302,1960.068,2052.227,1484.121,1212.512,1306.892,2629.101,817.5894,2040.482,926.4401,1451.552,1129.01,1420.424,2331.92,1799.648,691.2391,3286.528,1659.46,2814.517,1168.933,2181.751,1498.693,1703.723,1713.735,1760.807
Hly,Virulence,Toxins,na,Bacteria;phylum,5462.9625,4981.403,4770.8021,4639.9307,5177.0936,4306.1677,4462.5948,5696.4005,5598.115,5565.1136,3940.3982,4755.6613,5638.8677,5081.9472,4616.681,7207.0566,5130.4724,4970.4274,4989.236,5491.3652,5029.9067,5591.8596,4494.928,4915.4393,5285.8518,4663.513,4712.7011,4900.7712,4836.8685,3460.674,4477.781,5188.6549,5815.6325,5445.3489,5129.2516,5118.0492,5642.2003,5650.986,4876.4707,5602.9579,4753.1258,5256.5601,5010.296,3570.629,5647.3027,5213.9082,4108.6642,6059.4393
HrpQ,Virulence,Secretion Systems,Type II secretion system,Bacteria;phylum,9029.816,8638.844,8848.723,8532.899,8887.113,8937.46,8123.607,10127.58,8749.065,7477.304,6690.197,6487.492,8586.481,9476.127,7024.586,13466.71,8852.496,8059.631,8204.99,6723.416,9398.664,10038.91,10711.97,7947.117,9201.259,9783.754,9200.618,8317.952,9824.577,10187.32,10948.82,10983.51,10597.62,8206.414,6718.566,7321.044,9939.951,9013.099,5924.177,8910.273,8119.386,9429.299,8667.43,7342.246,10422.83,11540.85,12004.76,10969.79
ImpH,Virulence,Soil-borne pathogens,na,Bacteria;phylum,852.2689,0,823.2966,914.5458,611.3975,704.7317,1604.504,913.2658,1047.363,739.6444,0,0,0,0,749.9699,893.2492,968.5779,1647.88,0,846.2448,0,0,0,840.5939,1410.52,713.5227,689.3183,0,0,0,585.8197,923.5491,746.8358,1036.407,604.8941,0,621.695,782.2968,810.5985,899.4764,682.444,1172.697,0,0,0,626.8429,0,0
InvG,Virulence,Invasion,na,Bacteria;phylum,3312.679,3042.276,2790.799,3076.419,3075.443,3103.285,3020.225,3251.33,2151.048,2516.483,2705.149,2885.243,2839.065,2620.413,3327.231,2335.179,2422.268,2877.245,3254.893,3025.02,3197.876,2736.66,2535.377,2255.92,2968.603,2767.629,3682.858,2878.156,3111.819,3169.9,3743.787,2863.703,2804.647,3440.198,3872.646,3388.84,2763.395,3676.664,3226.654,2778.863,3295.776,2875.94,2900.266,2843.346,2868.169,3311.143,2927.487,3266.095
M2ap,Virulence,Other,na,Eukaryota;phylum,965.555,1420.61,1219.198,1197.036,952.607,1103.742,969.9806,1017.735,0,1075.596,780.7733,808.4877,702.9805,949.2228,1038.337,1300.24,0,829.5937,771.7423,1006.799,710.5584,919.8567,637.3975,0,822.7493,791.7064,938.8834,794.4131,615.6588,798.3845,888.906,746.1059,820.1838,1014.439,1109.663,1000.489,695.7972,1186.095,976.2528,804.4197,817.7592,725.8539,804.9386,1108.241,0,926.7632,930.9113,910.4716
Mce3,Virulence,Cellular Function,Nutrient acquisition,Bacteria;phylum,2055.538,2071.193,1808.268,2058.706,2029.237,2032.429,2096.129,2138.524,2541.929,2041.355,2228.885,2171.249,2531.594,1863.346,2226.022,2100.021,1851.525,1788.356,2056.989,1970.218,1982.531,2074.052,1662.571,1971.455,2888.065,2723.582,2224.206,2417.586,2701.165,2761.827,2310.915,2661.652,2816.843,2221.534,2210.463,1809.805,2632.155,2023.134,1864.816,2008.53,3631.379,2779.227,2746.84,2150.766,2325.99,2371.913,2223.538,2645.339
NpgA,Virulence,Cellular Function,Nutrient acquisition,,4384.104,4083.61,4558.076,4684.434,4690.63,4348.997,4281.008,4554.706,4335.823,5089.824,4502.541,4489.73,6124.2,4298.868,4446.391,6170.326,6731.882,5718.657,4686.355,4722.066,5620.73,4421.131,5987.515,6082.116,5496.21,5896.986,4752.018,5990.581,5867.487,5152.334,5530.454,5609.074,4557.43,4069.291,4249.802,4544.807,4827.595,4023.841,4303.298,4722.19,4481.968,5160.176,4808.771,5236.135,4773.853,4798.666,4104.305,4334.878
Pilin,Virulence,Adherence,na,Bacteria;phylum,30986.33,29773.193,30241.295,32796.987,30293.314,32043.489,31556.408,30305.912,25306.678,29558.1604,30790.9713,30707.2078,28513.5597,30081.655,32432.384,33086.198,27480.8584,28437.878,30760.535,30856.241,29028.005,30412.107,26867.5291,26336.336,29871.203,28541.799,31788.892,30433.563,29155.037,32041.46,30963.033,29645.678,29330.09,31557.049,30843.662,30255.608,30453.162,33680.174,29849.7945,31952.999,30560.932,30047.79,27996.601,31412.588,28829.592,32079.422,31707.278,31674.989
